first_name,last_name,url,personality_traits,Houses,last_name_1,gender,wand,patronus,hair_color,eye_color,loyalty,skills,description,full_description
Cressida,Blume,https://harrypotter.fandom.com/wiki/Cressida_Blume,"Cressida was a very determined individual who didn't give up easily. Even though she struggled to produce spells nonverbally, she kept trying and trying to get it right. She liked to get ahead of her study and tried to learn nonverbal spells in her fifth year.
",Gryffindor,,,,,,,,,,"Cressida was a very determined individual who didn't give up easily. Even though she struggled to produce spells nonverbally, she kept trying and trying to get it right. She liked to get ahead of her study and tried to learn nonverbal spells in her fifth year.
 "
Emily,Tyler,https://harrypotter.fandom.com/wiki/Emily_Tyler,"Emily was a very haughty, narcissistic, and contemptuous young woman with clearly a very high opinion of herself, who seemed to exemplify the more negative stereotypes of Gryffindors. She scornfully looked down upon Bill Weasley and his family due to their low socio-economic status and was displeased with the idea of someone she perceived as below her being attracted to her. It can therefore be implied that she preferred to associate herself with individuals of high social status in the wizarding world to satisfy her snobbish and elitist nature.
She was also very opinionated and could be rather acerbic when it came to voicing her opinions of others, such as when she derided and humiliated Ismelda Murk, showing her to be a bully towards others she disliked as well as having a capacity for disproportionate cruelty in the face of even the slightest infraction. She could also be rather competitive and spiteful, as she supposedly spread false and malicious rumours about Penny Haywood in order to beat her to run the Celestial Ball decorating committee, showing her to be very petty with a penchant for gossip. Therefore, her friends only seemed to mock Ismelda with her (and in general go along with her rudeness) out of fear that she would start teasing them as well, showing her to be a stereotypical mean-girl with an overly high opinion of herself with a selfish disregard for others' feelings.
",Gryffindor,,,,,,,,,,"Emily was a very haughty, narcissistic, and contemptuous young woman with clearly a very high opinion of herself, who seemed to exemplify the more negative stereotypes of Gryffindors. She scornfully looked down upon Bill Weasley and his family due to their low socio-economic status and was displeased with the idea of someone she perceived as below her being attracted to her. It can therefore be implied that she preferred to associate herself with individuals of high social status in the wizarding world to satisfy her snobbish and elitist nature.
She was also very opinionated and could be rather acerbic when it came to voicing her opinions of others, such as when she derided and humiliated Ismelda Murk, showing her to be a bully towards others she disliked as well as having a capacity for disproportionate cruelty in the face of even the slightest infraction. She could also be rather competitive and spiteful, as she supposedly spread false and malicious rumours about Penny Haywood in order to beat her to run the Celestial Ball decorating committee, showing her to be very petty with a penchant for gossip. Therefore, her friends only seemed to mock Ismelda with her (and in general go along with her rudeness) out of fear that she would start teasing them as well, showing her to be a stereotypical mean-girl with an overly high opinion of herself with a selfish disregard for others' feelings.
 "
Ben,Copper,https://harrypotter.fandom.com/wiki/Ben_Copper,"Ben CopperBen was very insecure about his capabilities. He also feared that people would judge him because of his Muggle-born status. It is also shown that his nervousness is his greatest hold back with his magic, since he was able to completely trounce, and almost kill, Jacob's sibling while not even thinking about it.
Late in his fifth year, Ben got a desire to be more brave. In his sixth year, Ben had a notable change in personality. He was no longer openly scared of everything, and considered himself to be a better person than before. He also saw himself as more grown-up, not attending the Start-of-Term Feast because he considered it to be for kids. Ultimately, however, the real reason behind his change of personality was to protect his friends, even if he became distant towards them and focused more on his training, and he showed how much he cared for them when he bravely fought Rakepick and stood up even after being knocked down to protect Jacob's sibling and Merula to the point that Rakepick acknowledged how far Ben had grew and proved himself a true Gryffindor and was devastated by Rowan's death to the point of being left numb and even more determined to improve his skills to protect his remaining friends.
",Gryffindor,,,,,,,,,,"Ben CopperBen was very insecure about his capabilities. He also feared that people would judge him because of his Muggle-born status. It is also shown that his nervousness is his greatest hold back with his magic, since he was able to completely trounce, and almost kill, Jacob's sibling while not even thinking about it.
Late in his fifth year, Ben got a desire to be more brave. In his sixth year, Ben had a notable change in personality. He was no longer openly scared of everything, and considered himself to be a better person than before. He also saw himself as more grown-up, not attending the Start-of-Term Feast because he considered it to be for kids. Ultimately, however, the real reason behind his change of personality was to protect his friends, even if he became distant towards them and focused more on his training, and he showed how much he cared for them when he bravely fought Rakepick and stood up even after being knocked down to protect Jacob's sibling and Merula to the point that Rakepick acknowledged how far Ben had grew and proved himself a true Gryffindor and was devastated by Rowan's death to the point of being left numb and even more determined to improve his skills to protect his remaining friends.
 "
Polly,Chapman,https://harrypotter.fandom.com/wiki/Polly_Chapman,"Polly Chapman was a very confident and opinionated young witch. She tended to speak her mind and was unafraid of asking for something she wanted - such as asking Scorpius to the Blood Ball in an alternate universe. Her wit was as sharp as her tongue, but could sometimes be harsh and cruel, particularly towards the shy and unsure Albus Potter, whom she often spitefully disparaged and mocked due to his perceived lack of abilities.
",Gryffindor,,,,,,,,,,"Polly Chapman was a very confident and opinionated young witch. She tended to speak her mind and was unafraid of asking for something she wanted - such as asking Scorpius to the Blood Ball in an alternate universe. Her wit was as sharp as her tongue, but could sometimes be harsh and cruel, particularly towards the shy and unsure Albus Potter, whom she often spitefully disparaged and mocked due to his perceived lack of abilities.
 "
Lee,Jordan,https://harrypotter.fandom.com/wiki/Lee_Jordan,"Lee was a humorous and comedic individual who loved doing pranks, much like his best friends Fred and George Weasley. He also had a good-hearted personality and was very friendly and popular among his friends. He was a very biased Quidditch commentator, especially against any team not from Gryffindor. He liked to joke in front of Minerva McGonagall, who was always very serious and strict. Lee was very brave, and he defended his friends and did not hesitate to express his opinions to Dolores Umbridge, nor did he hesitate to slip Nifflers into her office (despite the fact he became worried when he learned that Umbridge was coming close to firing Rubeus Hagrid because she believed he was putting the Nifflers into her office.)
Furthermore, he derided Umbridge in front of the whole class, as he thought she deserved it, and became a member of Dumbledore's Army in order to learn Defence Against the Dark Arts from Harry. After Hogwarts, he hosted a radio show called Potterwatch in order to encourage the listeners, telling them that Harry Potter was still alive and he could defeat Voldemort. He agreed with Kingsley Shacklebolt's point of view on the equal treatment of all people, magic and muggle during the Second Wizarding War. Lee's courage was also displayed when he fought in the Battle of Hogwarts in order to defeat the Death Eaters.
",Gryffindor,,,,,,,,,,"Lee was a humorous and comedic individual who loved doing pranks, much like his best friends Fred and George Weasley. He also had a good-hearted personality and was very friendly and popular among his friends. He was a very biased Quidditch commentator, especially against any team not from Gryffindor. He liked to joke in front of Minerva McGonagall, who was always very serious and strict. Lee was very brave, and he defended his friends and did not hesitate to express his opinions to Dolores Umbridge, nor did he hesitate to slip Nifflers into her office (despite the fact he became worried when he learned that Umbridge was coming close to firing Rubeus Hagrid because she believed he was putting the Nifflers into her office.)
Furthermore, he derided Umbridge in front of the whole class, as he thought she deserved it, and became a member of Dumbledore's Army in order to learn Defence Against the Dark Arts from Harry. After Hogwarts, he hosted a radio show called Potterwatch in order to encourage the listeners, telling them that Harry Potter was still alive and he could defeat Voldemort. He agreed with Kingsley Shacklebolt's point of view on the equal treatment of all people, magic and muggle during the Second Wizarding War. Lee's courage was also displayed when he fought in the Battle of Hogwarts in order to defeat the Death Eaters.
 "
Jae,Kim,https://harrypotter.fandom.com/wiki/Jae_Kim,"Jae Kim was a notorious and easy-going rule-breaker who sold contraband of banned items during his time at Hogwarts. He shared similar perspectives on rules with fellow trouble-maker Tulip Karasu, but while Tulip enjoyed breaking the rules, Jae preferred to work his way around them. He was shown to be intensely dedicated to his bootlegging operations, only caring about selling his illegal wares, and not at all about what his customers did with them, thus making him the most amoral of all of Jacob's sibling's friends. The full extent of his opportunism became apparent during the O.W.L.s, when he sold desperate students items they could cheat on the exams with, with Jae failing to mention that they were very likely to get caught and thus ruin any future career prospects. He was an indolent individual, despising having to study or do any physical work and preferring to take the easy road instead.
Despite his faults, however, Jae was ultimately shown to be a good-natured and loyal friend, going out of his way to aid Jacob's sibling in the latter's quest for the Cursed Vaults. He also appeared to be more intelligent than he let on, being able to achieve an 'Outstanding' on his Defence Against the Dark Arts O.W.L. and to recognise the charm that cursed Beatrice Haywood as an Undetectable Extension Charm.
",Gryffindor,,,,,,,,,,"Jae Kim was a notorious and easy-going rule-breaker who sold contraband of banned items during his time at Hogwarts. He shared similar perspectives on rules with fellow trouble-maker Tulip Karasu, but while Tulip enjoyed breaking the rules, Jae preferred to work his way around them. He was shown to be intensely dedicated to his bootlegging operations, only caring about selling his illegal wares, and not at all about what his customers did with them, thus making him the most amoral of all of Jacob's sibling's friends. The full extent of his opportunism became apparent during the O.W.L.s, when he sold desperate students items they could cheat on the exams with, with Jae failing to mention that they were very likely to get caught and thus ruin any future career prospects. He was an indolent individual, despising having to study or do any physical work and preferring to take the easy road instead.
Despite his faults, however, Jae was ultimately shown to be a good-natured and loyal friend, going out of his way to aid Jacob's sibling in the latter's quest for the Cursed Vaults. He also appeared to be more intelligent than he let on, being able to achieve an 'Outstanding' on his Defence Against the Dark Arts O.W.L. and to recognise the charm that cursed Beatrice Haywood as an Undetectable Extension Charm.
 "
Nicholas,de,https://harrypotter.fandom.com/wiki/Nicholas_de_Mimsy-Porpington,"Sir Nicholas was affable, kind, and always willing to lend a hand to Harry Potter and other fellow Gryffindors whenever they needed it. Nicholas apparently enjoyed eating during his lifetime, as after his death he spent the feasts at Hogwarts School of Witchcraft and Wizardry looking wistfully at the food. Sir Nicholas was polite and delicate, staying away from potentially indiscreet questions and sensible about the fact that he was no longer living.
Nicholas showed interest in the lives of the students at Hogwarts School of Witchcraft and Wizardry and took delight in showing off his wound to the dismay of those around him. He was very proud of his bravery and noble heritage, getting easily offended if anyone referred to him as a coward. He was very sociable, being friends with the Grey Lady, Harry Potter, and a number of other ghosts who attended his five-hundredth Deathday Party. He also had a cordial relationship with the Bloody Baron and Sir Patrick Delaney-Podmore. He did not enjoy being known as Nearly Headless Nick, he preferred to be addressed by his full name or Sir Nicholas.
",Gryffindor,,,,,,,,,,"Sir Nicholas was affable, kind, and always willing to lend a hand to Harry Potter and other fellow Gryffindors whenever they needed it. Nicholas apparently enjoyed eating during his lifetime, as after his death he spent the feasts at Hogwarts School of Witchcraft and Wizardry looking wistfully at the food. Sir Nicholas was polite and delicate, staying away from potentially indiscreet questions and sensible about the fact that he was no longer living.
Nicholas showed interest in the lives of the students at Hogwarts School of Witchcraft and Wizardry and took delight in showing off his wound to the dismay of those around him. He was very proud of his bravery and noble heritage, getting easily offended if anyone referred to him as a coward. He was very sociable, being friends with the Grey Lady, Harry Potter, and a number of other ghosts who attended his five-hundredth Deathday Party. He also had a cordial relationship with the Bloody Baron and Sir Patrick Delaney-Podmore. He did not enjoy being known as Nearly Headless Nick, he preferred to be addressed by his full name or Sir Nicholas.
 "
Angus,Matlock,https://harrypotter.fandom.com/wiki/Angus_Matlock,"Angus appeared to have had a rather controlling and loud personality, shouting at first years for not paying attention and demanding Ron and Harry duel; however he also was rather impressed by Harry Potter for being able to fight Lord Voldemort. Ron Weasley did not seem too happy to find out that Angus was the leader of the duelling club for Gryffindor when he and Harry first arrived.
",Gryffindor,,,,,,,,,,"Angus appeared to have had a rather controlling and loud personality, shouting at first years for not paying attention and demanding Ron and Harry duel; however he also was rather impressed by Harry Potter for being able to fight Lord Voldemort. Ron Weasley did not seem too happy to find out that Angus was the leader of the duelling club for Gryffindor when he and Harry first arrived.
 "
Lavender,Brown,https://harrypotter.fandom.com/wiki/Lavender_Brown,"Lavender awkwardly flirting with RonLavender was a somewhat silly and sentimental girl, though she was also brave, being sorted into Gryffindor house and fighting in the Battle of Hogwarts. She was lively and loved to be the centre of attention, but tended to react in an extreme way to everyday situations, either laughing or crying hysterically and could be easily offended or emotional. She was also known to squeal and giggle at certain things and did so frequently. She could also be insensitive and childish, acting very possessive and over-protective of Ron when she was his girlfriend, even going so far as to say he looked ""interesting"" when he was poisoned. 
She frequently expressed her feelings for him in odd ways, such as calling him ""Won-Won"", sending him a necklace that made him cringe, writing his name in smog on the Hogwarts Express, and snogging him on a continuous basis, not infrequently in public view. Inevitably, her heart was always in the right place, and during their time of dating Ron reciprocated many of her affections as well. She had a tendency to offend or annoy other people, if not always deliberately.
Lavender anxiously and intently watching Ron Weasley's Quidditch tryoutShe had a great interest in Divination despite the subject being often regarded as ""woolly"" and had reverence for Professor Trelawney, even though she was something of a fraud. This implied that she was gullible, often taking Trelawney's words to heart. Additionally, she initially believed the Ministry's propaganda against Harry Potter, but she eventually began to doubt the Ministry's claims, hugely because of her friends' influence.
Much of her personality heavily implies that her social skills may have been poor. This is supported by the fact that she only had one known friend at school, Parvati Patil, and they often had awkward interactions at the expense of others. However, even Parvati was uncomfortable by the fact that her relationship with Ron was becoming increasingly unhealthy. She stood quite in contrast with her acquaintance and roommate, the more pragmatic and socially stable Hermione Granger.
",Gryffindor,,,,,,,,,,"Lavender awkwardly flirting with RonLavender was a somewhat silly and sentimental girl, though she was also brave, being sorted into Gryffindor house and fighting in the Battle of Hogwarts. She was lively and loved to be the centre of attention, but tended to react in an extreme way to everyday situations, either laughing or crying hysterically and could be easily offended or emotional. She was also known to squeal and giggle at certain things and did so frequently. She could also be insensitive and childish, acting very possessive and over-protective of Ron when she was his girlfriend, even going so far as to say he looked ""interesting"" when he was poisoned. 
She frequently expressed her feelings for him in odd ways, such as calling him ""Won-Won"", sending him a necklace that made him cringe, writing his name in smog on the Hogwarts Express, and snogging him on a continuous basis, not infrequently in public view. Inevitably, her heart was always in the right place, and during their time of dating Ron reciprocated many of her affections as well. She had a tendency to offend or annoy other people, if not always deliberately.
Lavender anxiously and intently watching Ron Weasley's Quidditch tryoutShe had a great interest in Divination despite the subject being often regarded as ""woolly"" and had reverence for Professor Trelawney, even though she was something of a fraud. This implied that she was gullible, often taking Trelawney's words to heart. Additionally, she initially believed the Ministry's propaganda against Harry Potter, but she eventually began to doubt the Ministry's claims, hugely because of her friends' influence.
Much of her personality heavily implies that her social skills may have been poor. This is supported by the fact that she only had one known friend at school, Parvati Patil, and they often had awkward interactions at the expense of others. However, even Parvati was uncomfortable by the fact that her relationship with Ron was becoming increasingly unhealthy. She stood quite in contrast with her acquaintance and roommate, the more pragmatic and socially stable Hermione Granger.
 "
Fat,Lady,https://harrypotter.fandom.com/wiki/Fat_Lady,"The Fat Lady was well known during her life for her indulgence in good food and drink, as well as a passion for ""tip-top security,"" traits that her portrait would later possess.
As the guardian of the Gryffindor Tower's entrance, she was very dutiful, refusing entry to students who did not know the correct password. She was often irritated by those who would return late, waking her from her sleep. At such times, she would not hesitate to even lie to such students that the password has changed overnight, making them believe they have to sleep outside for the night.
Despite her dutiful and strict nature, she did have a sensitive side. After Sirius Black slashed her portrait, the Fat Lady was too scared to continue her duties until Dumbledore provided her corridor with several Security trolls. After Dumbledore's death, she was so distraught that she allowed Harry Potter entry without the password and she began to cry.
",Gryffindor,,,,,,,,,,"The Fat Lady was well known during her life for her indulgence in good food and drink, as well as a passion for ""tip-top security,"" traits that her portrait would later possess.
As the guardian of the Gryffindor Tower's entrance, she was very dutiful, refusing entry to students who did not know the correct password. She was often irritated by those who would return late, waking her from her sleep. At such times, she would not hesitate to even lie to such students that the password has changed overnight, making them believe they have to sleep outside for the night.
Despite her dutiful and strict nature, she did have a sensitive side. After Sirius Black slashed her portrait, the Fat Lady was too scared to continue her duties until Dumbledore provided her corridor with several Security trolls. After Dumbledore's death, she was so distraught that she allowed Harry Potter entry without the password and she began to cry.
 "
Katie,Bell,https://harrypotter.fandom.com/wiki/Katie_Bell,"Katie was a friendly person who was very interested in Quidditch. She was also kind and gentle. Harry Potter once noted, that off the Quidditch pitch she wouldn't hurt a fly. She had a good sense of fairness, acknowledging that Harry deserved the title of Quidditch Captain over herself with no resentment. She also encouraged him not to automatically give her a spot on the team without first trying out, as their could be better candidates than her. Furthermore, she disliked those who had a pure-blood obsession. Katie believed that there were no differences between pure-bloods and Muggle-borns, as she became particularly angry when Malfoy called Hermione Granger a ""Mudblood"", showing her to be very tolerant of individuals of different blood statuses.  
Katie was also brave and determined, since she was sorted into Gryffindor house and was a member of Dumbledore's Army, in order to oppose Dolores Umbridge. She also courageously fought alongside fellow D.A. members during the Battle of Hogwarts, opposing various Death Eaters and even ended up surviving the battle, showing her immense loyalty and dedication to defending her school.
",Gryffindor,,,,,,,,,,"Katie was a friendly person who was very interested in Quidditch. She was also kind and gentle. Harry Potter once noted, that off the Quidditch pitch she wouldn't hurt a fly. She had a good sense of fairness, acknowledging that Harry deserved the title of Quidditch Captain over herself with no resentment. She also encouraged him not to automatically give her a spot on the team without first trying out, as their could be better candidates than her. Furthermore, she disliked those who had a pure-blood obsession. Katie believed that there were no differences between pure-bloods and Muggle-borns, as she became particularly angry when Malfoy called Hermione Granger a ""Mudblood"", showing her to be very tolerant of individuals of different blood statuses.  
Katie was also brave and determined, since she was sorted into Gryffindor house and was a member of Dumbledore's Army, in order to oppose Dolores Umbridge. She also courageously fought alongside fellow D.A. members during the Battle of Hogwarts, opposing various Death Eaters and even ended up surviving the battle, showing her immense loyalty and dedication to defending her school.
 "
